ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0098810	neurotransmitter reuptake	5/2067	23/19786	8.478001e-02	2.709194e-01	2.144518e-01	ATP1A2/GPM6B/DRD2/GDNF/KCNJ10	  5
BP	GO:0090263	positive regulation of canonical Wnt signaling pathway	22/2067	155/19786	8.493207e-02	2.712584e-01	2.147201e-01	ADGRA2/ASPM/BAMBI/SFRP1/CAV1/COL1A1/WLS/SOX4/EGF/LGR5/SFRP2/EGFR/LRRK1/WNT3A/DKK2/EDA/DACT1/AXIN2/ROR2/AMER1/FZD9/SULF2	 22
BP	GO:0010742	macrophage derived foam cell differentiation	7/2067	37/19786	8.535619e-02	2.718770e-01	2.152098e-01	APOB/CRP/AGT/AGTR1/IL18/SOAT2/ITGB3	  7
BP	GO:0034142	toll-like receptor 4 signaling pathway	7/2067	37/19786	8.535619e-02	2.718770e-01	2.152098e-01	TNIP3/NR1D1/PIK3AP1/ITGB2/PRKCE/TRIL/RAB7B	  7
BP	GO:0045214	sarcomere organization	7/2067	37/19786	8.535619e-02	2.718770e-01	2.152098e-01	EDN1/MEF2C/CAPN3/LDB3/FHOD3/KRT19/MYOZ1	  7
BP	GO:0065005	protein-lipid complex assembly	7/2067	37/19786	8.535619e-02	2.718770e-01	2.152098e-01	APOB/SH3GL2/APOC3/APOA1/APOC1/MTTP/SOAT2	  7
BP	GO:0090077	foam cell differentiation	7/2067	37/19786	8.535619e-02	2.718770e-01	2.152098e-01	APOB/CRP/AGT/AGTR1/IL18/SOAT2/ITGB3	  7
BP	GO:0008037	cell recognition	21/2067	147/19786	8.605312e-02	2.736987e-01	2.166518e-01	VCAN/EPHA3/CRTAC1/CLEC4M/TULP1/PCDH12/CNR1/CXCR4/ATP8B3/LAMA5/LGALS3/CD226/CLGN/NCAM2/EPHB1/TUB/CNTNAP2/ADGRB1/NTM/PEAR1/PECAM1	 21
BP	GO:0048857	neural nucleus development	11/2067	67/19786	8.633475e-02	2.736987e-01	2.166518e-01	GNB4/PADI2/PLP1/SYPL2/NFIB/INA/KIRREL3/S100A1/CHRNB2/KCNC2/CKB	 11
BP	GO:0061371	determination of heart left/right asymmetry	11/2067	67/19786	8.633475e-02	2.736987e-01	2.166518e-01	MEF2C/STIL/GJA1/WNT3A/ZIC3/RNF207/TGFBR2/HAND2/SOX17/DLL1/SOX18	 11
BP	GO:0001516	prostaglandin biosynthetic process	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	EDN1/PTGS1/AVP/PTGIS/PTGES/PLA2G4F	  6
BP	GO:0006929	substrate-dependent cell migration	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	EPHA8/EPB41L5/FN1/MYH10/ITGA11/ITGA2	  6
BP	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	TNFSF4/ANXA1/HLX/NFKBIZ/IL18/SOCS1	  6
BP	GO:0046457	prostanoid biosynthetic process	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	EDN1/PTGS1/AVP/PTGIS/PTGES/PLA2G4F	  6
BP	GO:0051491	positive regulation of filopodium assembly	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	TENM1/NEURL1/RIPOR2/TGFB3/TENM2/ESPN	  6
BP	GO:0071549	cellular response to dexamethasone stimulus	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	ABCC2/ICAM1/EGFR/FBXO32/DDIT4/AGTR2	  6
BP	GO:0090022	regulation of neutrophil chemotaxis	6/2067	30/19786	8.639209e-02	2.736987e-01	2.166518e-01	EDN1/RIPOR2/RAC2/DYSF/CAMK1D/C5AR1	  6
BP	GO:0002701	negative regulation of production of molecular mediator of immune response	9/2067	52/19786	8.797581e-02	2.785664e-01	2.205049e-01	HFE/CD22/IRAK3/TGFB2/APOA1/TGFB3/BST2/IL33/CD96	  9
BP	GO:0002028	regulation of sodium ion transport	12/2067	75/19786	8.813696e-02	2.789270e-01	2.207904e-01	CNTN1/ATP1A2/TESC/DRD2/SPTBN4/NETO1/PCSK9/PRKCE/GLRX/SCN4B/SLC8A1/SCN5A	 12
BP	GO:0051881	regulation of mitochondrial membrane potential	13/2067	83/19786	8.925638e-02	2.823182e-01	2.234747e-01	DCN/TSPO/OPRD1/IFI6/KDR/RNF122/PID1/PIP5KL1/BNIP3/PYCR1/MAPT/FZD9/BCO2	 13
BP	GO:0014812	muscle cell migration	17/2067	115/19786	8.944159e-02	2.826009e-01	2.236985e-01	IGF1/MEF2C/CCN4/SERPINE1/VTN/IGFBP5/POSTN/AGT/DOCK5/ITGA2/HAS2/TRIB1/FOXO4/LPAR1/ITGB3/MIR214/MIR424	 17
BP	GO:0015918	sterol transport	17/2067	115/19786	8.944159e-02	2.826009e-01	2.236985e-01	ABCB4/SYT7/NPC1L1/OSBPL6/APOB/TSPO/CAV1/APOC3/APOA1/APOC1/EGF/STARD4/LIPC/SOAT2/PCSK9/OSBP2/PTCH1	 17
BP	GO:0008064	regulation of actin polymerization or depolymerization	22/2067	156/19786	8.958063e-02	2.828887e-01	2.239263e-01	TENM1/WAS/ELN/CTNNA2/ADD2/PAK3/ICAM1/CORO1A/CXCL12/CIT/PREX1/TMOD2/FHOD3/SPTBN5/IQGAP2/PLEKHH2/SPTBN4/LMOD1/CDC42EP5/PRKCE/FMN1/MIR214	 22
BP	GO:1901184	regulation of ERBB signaling pathway	14/2067	91/19786	8.984513e-02	2.835722e-01	2.244674e-01	PLAUR/SH3GL2/NEURL1/IFI6/AGT/EGF/CDH13/CBLC/EGFR/ADRA2A/ADORA1/GPER1/AFAP1L2/HAP1	 14
BP	GO:0034440	lipid oxidation	15/2067	99/19786	9.001746e-02	2.836608e-01	2.245375e-01	PDK4/DGAT2/GCDH/ACADL/PECR/HAO2/CNR1/C1QTNF2/CYGB/FABP1/ACSM1/ECI1/IRS1/CPT1C/PLIN5	 15
BP	GO:0045582	positive regulation of T cell differentiation	15/2067	99/19786	9.001746e-02	2.836608e-01	2.245375e-01	GLI2/GLI3/ZAP70/TNFSF4/ANXA1/HLX/NFKBIZ/IL18/RUNX1/TGFBR2/SYK/RASGRP1/EGR3/SOCS1/PNP	 15
BP	GO:0045833	negative regulation of lipid metabolic process	15/2067	99/19786	9.001746e-02	2.836608e-01	2.245375e-01	BRCA1/DGAT2/PIK3IP1/APOC3/BMP5/ACADL/CNR1/BMP2/APOC1/ADRA2A/WNT4/ADORA1/GPER1/SERPINA12/PLIN5	 15
BP	GO:0009435	NAD biosynthetic process	10/2067	60/19786	9.144960e-02	2.878662e-01	2.278663e-01	PFKP/ALDOC/PTGIS/ALDOB/NMNAT2/NMNAT3/PGM2L1/SLC22A13/PNP/SLC5A8	 10
BP	GO:0060421	positive regulation of heart growth	10/2067	60/19786	9.144960e-02	2.878662e-01	2.278663e-01	IGF1/FGFR1/EDN1/MEF2C/GLI1/PIM1/GATA6/ZFPM2/CDK1/ERBB4	 10
BP	GO:0048511	rhythmic process	38/2067	292/19786	9.156991e-02	2.880911e-01	2.280444e-01	NOS2/PER3/F7/NGFR/SREBF1/TGFB2/HNF4A/PTN/SERPINE1/AHR/HLF/TGFB3/INHBA/NR1D1/TOP2A/DDC/BHLHE40/PDGFRA/NR5A1/MMP7/NTRK3/DTL/EGFR/GNRH1/NTRK2/DRD2/CHRNB2/ADORA1/PTX3/NPY5R/GPR176/CDK1/NPAS2/CAVIN3/HAS2/SPSB4/EGR3/OXTR	 38
BP	GO:0042088	T-helper 1 type immune response	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	IL27RA/IL1R1/TNFSF4/ANXA1/HLX/IL33/LEF1/IL18	  8
BP	GO:0043268	positive regulation of potassium ion transport	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	FHL1/KCNMB1/ADRA2A/RNF207/ADORA1/KCNC2/KCNE5/LRRC55	  8
BP	GO:0045103	intermediate filament-based process	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	NEFH/KRT17/ATP8A2/INA/DES/FAM83H/SYNM/NEFL	  8
BP	GO:0045581	negative regulation of T cell differentiation	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	GLI3/TNFSF4/TMEM131L/FOXJ1/ANXA1/HLX/RUNX1/SOCS1	  8
BP	GO:0051154	negative regulation of striated muscle cell differentiation	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	RGS2/BMP2/PLPP7/MSX1/BDNF/BHLHA15/TMEM119/DLL1	  8
BP	GO:0060412	ventricular septum morphogenesis	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	WNT11/TGFB2/ACVR1/SOX4/TGFBR2/HEY1/ZFPM2/BMPR2	  8
BP	GO:0071622	regulation of granulocyte chemotaxis	8/2067	45/19786	9.209076e-02	2.886522e-01	2.284885e-01	EDN1/RARRES2/RIPOR2/RAC2/DYSF/S100A7/CAMK1D/C5AR1	  8
BP	GO:1905952	regulation of lipid localization	23/2067	165/19786	9.285777e-02	2.906672e-01	2.300835e-01	ABCB4/EDN1/APOB/TSPO/EHD1/APOC3/APOA1/SPP1/LRAT/APOC1/CRP/ATP8A2/AGT/EGF/AGTR1/SYK/PCSK9/C1QTNF1/AGTR2/PTCH1/CYP4A11/PLIN5/ITGB3	 23
BP	GO:0001696	gastric acid secretion	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	CCKBR/HRH2/SGK1/OXTR	  4
BP	GO:0003198	epithelial to mesenchymal transition involved in endocardial cushion formation	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	TGFB2/ACVR1/MSX1/TGFBR2	  4
BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	BRCA1/SP100/FOXM1/BRCA2	  4
BP	GO:0008272	sulfate transport	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	SLC13A1/SLC26A10/RACGAP1/SLC25A30	  4
BP	GO:0010224	response to UV-B	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	HYAL1/MFAP4/MME/CRIP1	  4
BP	GO:0021514	ventral spinal cord interneuron differentiation	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	GLI2/GLI3/DLL4/GATA2	  4
BP	GO:0034356	NAD biosynthesis via nicotinamide riboside salvage pathway	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	PTGIS/SLC22A13/PNP/SLC5A8	  4
BP	GO:0044065	regulation of respiratory system process	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	ATP1A2/TSHZ3/ADORA1/PBX3	  4
BP	GO:0045187	regulation of circadian sleep/wake cycle, sleep	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	PER3/DRD2/CHRNB2/ADORA1	  4
BP	GO:0051382	kinetochore assembly	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	CENPF/CENPK/CENPE/CENPW	  4
BP	GO:0055003	cardiac myofibril assembly	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	MYH10/FHOD3/PDGFRA/ACTC1	  4
BP	GO:0060413	atrial septum morphogenesis	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	TGFB2/ACVR1/SOX4/BMPR2	  4
BP	GO:0061318	renal filtration cell differentiation	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	JAG1/NPHS2/MYO1E/KLF15	  4
BP	GO:0061323	cell proliferation involved in heart morphogenesis	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	SOX9/PIM1/HAND2/BMPR2	  4
BP	GO:0070293	renal absorption	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	SGK1/AQP3/HAS2/GAS6	  4
BP	GO:0072112	glomerular visceral epithelial cell differentiation	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	JAG1/NPHS2/MYO1E/KLF15	  4
BP	GO:0072189	ureter development	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	SOX9/ALDH1A2/NFIA/LHX1	  4
BP	GO:0099010	modification of postsynaptic structure	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	CTNNA2/CTTNBP2/WASF3/MYH10	  4
BP	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	4/2067	17/19786	9.373803e-02	2.906672e-01	2.300835e-01	SOX9/PIM1/HAND2/BMPR2	  4
BP	GO:0051148	negative regulation of muscle cell differentiation	11/2067	68/19786	9.376838e-02	2.906672e-01	2.300835e-01	NFATC2/RGS2/BMP2/PLPP7/MSX1/RBPMS2/BDNF/BHLHA15/TMEM119/FOXO4/DLL1	 11
BP	GO:0043588	skin development	60/2067	485/19786	9.425605e-02	2.920254e-01	2.311587e-01	TFAP2B/ALX4/TP63/FOSL2/ADAMTS2/ITGA6/TGFB2/JAG1/FA2H/COL1A1/FOXN1/VDR/IGFBP5/INHBA/SRSF6/SOX21/SOX9/TCF15/BCL11B/TNFRSF19/ZFP36/KRT17/COL5A1/LAMA5/ITGB4/ATP8A2/DSC2/DSG1/DSC3/DSC1/ANXA1/WNT10A/CTSV/FRAS1/LGR5/FGF7/S100A7/EGFR/UGCG/APCDD1/CD109/EDA/RUNX1/ITGA2/FOXQ1/COL1A2/AQP3/KLK5/EVPL/COL3A1/LDB2/KRT19/OVOL1/PKP3/ZFP36L1/POU3F1/KAZN/DLL1/SOX18/COL5A2	 60
BP	GO:0030832	regulation of actin filament length	22/2067	157/19786	9.439270e-02	2.922953e-01	2.313723e-01	TENM1/WAS/ELN/CTNNA2/ADD2/PAK3/ICAM1/CORO1A/CXCL12/CIT/PREX1/TMOD2/FHOD3/SPTBN5/IQGAP2/PLEKHH2/SPTBN4/LMOD1/CDC42EP5/PRKCE/FMN1/MIR214	 22
BP	GO:0060415	muscle tissue morphogenesis	12/2067	76/19786	9.522127e-02	2.947063e-01	2.332808e-01	COL11A1/TGFB2/MYLK2/TNNT2/BMP2/DLL4/TNNI3/TNNI1/ACTC1/COL3A1/ZFPM2/S1PR1	 12
BP	GO:0003091	renal water homeostasis	7/2067	38/19786	9.566947e-02	2.954734e-01	2.338880e-01	TFAP2B/AVP/ATP6V1B1/AQP3/HAS2/AQP4/CYP4A11	  7
BP	GO:0009187	cyclic nucleotide metabolic process	7/2067	38/19786	9.566947e-02	2.954734e-01	2.338880e-01	PDE4A/PDE4C/PDE4D/PDE5A/GUCY1A1/NPR1/PDE7B	  7
BP	GO:0051590	positive regulation of neurotransmitter transport	7/2067	38/19786	9.566947e-02	2.954734e-01	2.338880e-01	STX1B/CNR1/STXBP1/DRD2/CACNA1D/GPER1/APLN	  7
BP	GO:0097421	liver regeneration	7/2067	38/19786	9.566947e-02	2.954734e-01	2.338880e-01	HFE/GLI3/VTN/GLI1/EGFR/PTCH1/SULF2	  7
BP	GO:0071322	cellular response to carbohydrate stimulus	21/2067	149/19786	9.588137e-02	2.959729e-01	2.342834e-01	MLXIPL/CASR/CALCRL/PDK3/ICAM1/LGALS1/GJB6/PCK1/SOX4/NR1D1/ANO1/EPHA5/CLTRN/ADRA2A/VSNL1/GPER1/PRKCB/PRKCE/ZBTB20/GAS6/ZFP36L1	 21
BP	GO:0009314	response to radiation	58/2067	468/19786	9.606249e-02	2.963769e-01	2.346032e-01	BRCA1/ATP1A2/PLEKHB1/RAD51/SLC1A3/SEMA5B/ICAM1/MAP3K20/CACNA1F/BMF/SFRP1/PTN/HOXA1/CXCL12/ASIC2/RAD51AP1/TULP1/HRH2/ECT2/HYAL1/REEP6/PDE1B/PPP1R1B/ATP8A2/PDE6B/BHLHE40/BRCA2/TICRR/DTL/FANCD2/SFRP2/PIK3R1/EGFR/ADIRF/DRD2/SLC7A11/CHRNB2/VCAM1/WRN/KCNC2/NETO1/MFAP4/PCLAF/SCARA3/PBK/COL3A1/FOS/GRIN1/THBD/AURKB/HIST3H2A/RGS9BP/MME/XRCC2/BLM/ABCA4/CRIP1/FANCG	 58
BP	GO:0008360	regulation of cell shape	20/2067	141/19786	9.730785e-02	2.979864e-01	2.358772e-01	ICAM1/BAMBI/PALMD/CORO1A/PTN/CCL2/BVES/FN1/KDR/WASF3/MYH10/ANXA1/FGD5/ITGB2/CDC42EP5/P2RY1/SYNE3/F2/LPAR1/ATP10A	 20
BP	GO:0071695	anatomical structure maturation	23/2067	166/19786	9.764815e-02	2.979864e-01	2.358772e-01	IGF1/FGFR3/EPHA8/SCARF1/MMP2/TGFB2/TFCP2L1/WNT1/BMP2/ALDH1A2/BRCA2/GJA1/LGI4/SPTBN4/NFASC/DCHS1/S1PR1/RND1/CNTNAP2/IRX5/GRIN1/CDH5/FAT4	 23
BP	GO:0009299	mRNA transcription	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	SREBF1/LMO2/SOX17/STAT3/C5AR1/SOX18	  6
BP	GO:0010743	regulation of macrophage derived foam cell differentiation	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	APOB/CRP/AGT/AGTR1/IL18/ITGB3	  6
BP	GO:0019098	reproductive behavior	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	BRINP1/AVP/PPP1R1B/KALRN/MTNR1A/GRIN1	  6
BP	GO:0032743	positive regulation of interleukin-2 production	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	CD4/PDE4D/VTCN1/ANXA1/RUNX1/CARD11	  6
BP	GO:0035587	purinergic receptor signaling pathway	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	P2RX5/NECAB2/P2RX3/ADORA1/P2RY1/P2RY2	  6
BP	GO:0045987	positive regulation of smooth muscle contraction	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	EDN1/SPX/ITGA2/GPER1/NPNT/OXTR	  6
BP	GO:0051385	response to mineralocorticoid	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	EDN1/CCN2/NTRK3/GPER1/FOS/NEFL	  6
BP	GO:0070168	negative regulation of biomineral tissue development	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	ASPN/SOX9/STATH/HEY1/GAS6/ENPP1	  6
BP	GO:0072606	interleukin-8 secretion	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	NOS2/CRP/CHI3L1/ANXA1/TLR2/SSC5D	  6
BP	GO:0090200	positive regulation of release of cytochrome c from mitochondria	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	PLAUR/BMF/PPIF/TNFSF10/GPER1/BNIP3	  6
BP	GO:1903319	positive regulation of protein maturation	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	SOX4/F12/NKD2/CLEC3B/CCBE1/SPON1	  6
BP	GO:1905809	negative regulation of synapse organization	6/2067	31/19786	9.812644e-02	2.979864e-01	2.358772e-01	NGEF/PTN/TLR2/SLIT1/FZD9/ARHGEF15	  6
BP	GO:0006359	regulation of transcription by RNA polymerase III	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	TENM1/BRCA1/BRF2/AR/CEBPA	  5
BP	GO:0021904	dorsal/ventral neural tube patterning	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	GLI2/GLI3/GPR161/WNT3A/PTCH1	  5
BP	GO:0030539	male genitalia development	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	BMP5/PDGFRA/WNT9B/ROR2/AR	  5
BP	GO:0035929	steroid hormone secretion	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	INHBA/AGT/AGTR1/C1QTNF1/AGTR2	  5
BP	GO:0038065	collagen-activated signaling pathway	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	ITGA11/DDR2/ITGA2/SYK/COL4A3	  5
BP	GO:0043011	myeloid dendritic cell differentiation	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	DHRS2/BATF3/CAMK4/TGFBR2/UBD	  5
BP	GO:0051882	mitochondrial depolarization	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	DCN/TSPO/IFI6/KDR/FZD9	  5
BP	GO:0072243	metanephric nephron epithelium development	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	CALB1/NPHS2/SOX9/FAT4/POU3F3	  5
BP	GO:1904376	negative regulation of protein localization to cell periphery	5/2067	24/19786	9.831347e-02	2.979864e-01	2.358772e-01	GBP1/MRAP2/PID1/PKDCC/SAPCD2	  5
BP	GO:0006140	regulation of nucleotide metabolic process	19/2067	133/19786	9.865249e-02	2.979864e-01	2.358772e-01	PDK4/MLXIPL/IGF1/ME1/PDK3/TSPO/PPIF/ESRRB/HPCA/NUP210/PID1/CDA/DDIT4/STAT3/CDK1/PFKFB3/PDZD3/NUPR1/ZBTB20	 19
BP	GO:0003093	regulation of glomerular filtration	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	GJA1/ADORA1/GAS6	  3
BP	GO:0003157	endocardium development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	ACVR1/SOX17/SOX18	  3
BP	GO:0006678	glucosylceramide metabolic process	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	FA2H/UGCG/GBA3	  3
BP	GO:0014820	tonic smooth muscle contraction	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	EDN1/AGT/EDNRA	  3
BP	GO:0014831	gastro-intestinal system smooth muscle contraction	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	SPX/HTR2B/SULF2	  3
BP	GO:0014870	response to muscle inactivity	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	SGCA/FBXO32/SCN5A	  3
BP	GO:0019371	cyclooxygenase pathway	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	PTGS1/PTGIS/PTGES	  3
BP	GO:0019471	4-hydroxyproline metabolic process	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	PRODH/EGLN3/ALDH4A1	  3
BP	GO:0019896	axonal transport of mitochondrion	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	FEZ1/MAPT/NEFL	  3
BP	GO:0032060	bleb assembly	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	ANLN/PMP22/LPAR1	  3
BP	GO:0032351	negative regulation of hormone metabolic process	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	BMP5/BMP2/WNT4	  3
BP	GO:0032525	somite rostral/caudal axis specification	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	EPB41L5/RIPPLY1/LHX1	  3
BP	GO:0033089	positive regulation of T cell differentiation in thymus	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	GLI2/RASGRP1/EGR3	  3
BP	GO:0033700	phospholipid efflux	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	APOC3/APOA1/APOC1	  3
BP	GO:0034372	very-low-density lipoprotein particle remodeling	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	APOC3/APOA1/LIPC	  3
BP	GO:0048680	positive regulation of axon regeneration	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	SCARF1/PTN/NTRK3	  3
BP	GO:0051561	positive regulation of mitochondrial calcium ion concentration	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	BNIP3/ATP2A1/TGM2	  3
BP	GO:0060433	bronchus development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	SOX9/TGFBR2/ADAMTSL2	  3
BP	GO:0061307	cardiac neural crest cell differentiation involved in heart development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	BMP7/JAG1/HAND2	  3
BP	GO:0061308	cardiac neural crest cell development involved in heart development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	BMP7/JAG1/HAND2	  3
BP	GO:0061314	Notch signaling involved in heart development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	JAG1/DLL4/HEY1	  3
BP	GO:0070254	mucus secretion	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	ADORA1/PRKCE/P2RY2	  3
BP	GO:0070278	extracellular matrix constituent secretion	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	CCN2/AGT/CREB3L1	  3
BP	GO:0071281	cellular response to iron ion	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	HFE/TF/SLC40A1	  3
BP	GO:0072584	caveolin-mediated endocytosis	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	MLC1/CAV1/PROM2	  3
BP	GO:0090657	telomeric loop disassembly	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	RECQL4/WRN/BLM	  3
BP	GO:1902306	negative regulation of sodium ion transmembrane transport	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	ATP1A2/PCSK9/PRKCE	  3
BP	GO:1905941	positive regulation of gonad development	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	SOX9/NR5A1/ZFPM2	  3
BP	GO:2001054	negative regulation of mesenchymal cell apoptotic process	3/2067	11/19786	9.926144e-02	2.979864e-01	2.358772e-01	BMP7/SOX9/GDF5	  3
BP	GO:0010676	positive regulation of cellular carbohydrate metabolic process	10/2067	61/19786	9.967567e-02	2.990777e-01	2.367410e-01	IGF1/DGAT2/SORBS1/ESRRB/C1QTNF2/GPER1/IRS1/P2RY1/PRKCE/PPP1R3G	 10
BP	GO:0031098	stress-activated protein kinase signaling cascade	39/2067	303/19786	9.994632e-02	2.997373e-01	2.372632e-01	HGF/CASR/EDN1/MECOM/MAP3K20/TGFB2/SH2D3C/GADD45B/MID1/SFRP1/AMBP/FOXM1/CCN2/UNC5CL/BMP2/TNFRSF19/ZFP36/ARHGEF6/GADD45G/DUSP9/AGT/MAP3K21/SFRP2/EGFR/EPHB1/SH3RF2/FZD5/HAND2/GRIK2/SYK/DACT1/CDC42EP5/PBK/ROR2/RASGRP1/SH3RF3/TRIB1/ZFP36L1/MAP3K5	 39
BP	GO:0042133	neurotransmitter metabolic process	24/2067	175/19786	1.006685e-01	3.015966e-01	2.387349e-01	SLC7A2/NOS2/EDN1/SLC1A3/ICAM1/TSPO/CAV1/AGXT2/BCHE/PDE1B/PTGIS/DDC/DMGDH/AGT/TLR2/BHMT/ITGB2/PTX3/PAH/CD34/PRIMA1/AGTR2/DPYD/MAOA	 24
BP	GO:1903707	negative regulation of hemopoiesis	24/2067	175/19786	1.006685e-01	3.015966e-01	2.387349e-01	FSTL3/SFRP1/GLI3/TNFSF4/TMEM131L/INHBA/ZFP36/LRRC17/FOXJ1/ANXA1/HLX/MEIS1/PIK3R1/NCAPG2/TMEM178A/UBASH3B/RUNX1/FBN1/IL17D/TRIB1/GATA2/SOCS1/ZFP36L1/DLL1	 24
BP	GO:0007368	determination of left/right symmetry	17/2067	117/19786	1.009925e-01	3.024136e-01	2.393816e-01	MEF2C/ACVR1/STIL/FOXJ1/GJA1/WNT3A/ZIC3/DRC1/RNF207/TGFBR2/HAND2/SOX17/DNAI2/CFAP53/DLL1/SOX18/LEFTY1	 17
BP	GO:0072091	regulation of stem cell proliferation	11/2067	69/19786	1.015749e-01	3.040033e-01	2.406400e-01	KITLG/ASPM/FBLN1/PTN/GLI3/PIM1/DRD2/SOX17/OVOL1/ZFP36L1/SOX18	 11
